filename,type(sim/real),class(Benign=0/Malignant=1),Voxel
real_world_training/00128.bin,real,0,()
real_world_training/00129.bin,real,0,()
real_world_training/00130.bin,real,0,()
real_world_training/00131.bin,real,0,()
real_world_training/00132.bin,real,0,()
real_world_training/00133.bin,real,0,()
real_world_training/00134.bin,real,0,()
real_world_training/00135.bin,real,0,()
real_world_training/00136.bin,real,0,()
real_world_training/00137.bin,real,0,()
real_world_training/00138.bin,real,0,()
real_world_training/00139.bin,real,0,()
real_world_training/00140.bin,real,0,()
real_world_training/00141.bin,real,0,()
real_world_training/00142.bin,real,1,()
real_world_training/00143.bin,real,0,()
real_world_training/00144.bin,real,0,()
real_world_training/00145.bin,real,0,()
real_world_training/00146.bin,real,0,()
real_world_training/00147.bin,real,0,()
real_world_training/00148.bin,real,0,()
real_world_training/00149.bin,real,0,()
real_world_training/00150.bin,real,0,()
real_world_training/00151.bin,real,0,()
real_world_training/00152.bin,real,0,()
real_world_training/00153.bin,real,0,()
real_world_training/00154.bin,real,0,()
real_world_training/00155.bin,real,0,()
real_world_training/00156.bin,real,0,()
real_world_training/00157.bin,real,0,()
real_world_training/00158.bin,real,0,()
real_world_training/00159.bin,real,0,()
real_world_training/00160.bin,real,0,()
real_world_training/00161.bin,real,0,()
real_world_training/00162.bin,real,0,()
real_world_training/00163.bin,real,0,()
real_world_training/00164.bin,real,0,()
real_world_training/00165.bin,real,0,()
real_world_training/00166.bin,real,0,()
real_world_training/00167.bin,real,0,()
real_world_training/00168.bin,real,0,()
real_world_training/00169.bin,real,0,()
real_world_training/00170.bin,real,0,()
real_world_training/00171.bin,real,0,()
real_world_training/00172.bin,real,0,()
real_world_training/00173.bin,real,0,()
real_world_training/00174.bin,real,0,()
real_world_training/00175.bin,real,0,()
real_world_training/00176.bin,real,0,()
real_world_training/00177.bin,real,0,()
real_world_training/00178.bin,real,0,()
real_world_training/00179.bin,real,0,()
real_world_training/00180.bin,real,0,()
real_world_training/00181.bin,real,0,()
real_world_training/00182.bin,real,0,()
real_world_training/00183.bin,real,1,()
real_world_training/00184.bin,real,0,()
real_world_training/00185.bin,real,0,()
real_world_training/00186.bin,real,0,()
real_world_training/00187.bin,real,0,()
real_world_training/00188.bin,real,0,()
real_world_training/00189.bin,real,0,()
real_world_training/00190.bin,real,0,()
real_world_training/00191.bin,real,0,()
real_world_training/00192.bin,real,0,()
real_world_training/00193.bin,real,0,()
real_world_training/00194.bin,real,0,()
real_world_training/00195.bin,real,0,()
real_world_training/00196.bin,real,0,()
real_world_training/00197.bin,real,0,()
real_world_training/00198.bin,real,0,()
real_world_training/00199.bin,real,0,()
real_world_training/00200.bin,real,0,()
real_world_training/00201.bin,real,0,()
real_world_training/00202.bin,real,0,()
real_world_training/00203.bin,real,1,()
real_world_training/00204.bin,real,0,()
real_world_training/00205.bin,real,0,()
real_world_training/00206.bin,real,1,()
real_world_training/00207.bin,real,0,()
real_world_training/00208.bin,real,0,()
real_world_training/00209.bin,real,0,()
real_world_training/00210.bin,real,0,()
real_world_training/00211.bin,real,0,()
real_world_training/00212.bin,real,0,()
real_world_training/00213.bin,real,0,()
real_world_training/00214.bin,real,0,()
real_world_training/00215.bin,real,0,()
real_world_training/00216.bin,real,0,()
real_world_training/00217.bin,real,0,()
real_world_training/00218.bin,real,0,()
real_world_training/00219.bin,real,0,()
real_world_training/00220.bin,real,0,()
real_world_training/00221.bin,real,0,()
real_world_training/00222.bin,real,0,()
real_world_training/00223.bin,real,0,()
real_world_training/00224.bin,real,0,()
real_world_training/00225.bin,real,0,()
real_world_training/00226.bin,real,0,()
real_world_training/00227.bin,real,0,()
real_world_training/00228.bin,real,1,()
real_world_training/00229.bin,real,0,()
real_world_training/00230.bin,real,0,()
real_world_training/00231.bin,real,0,()
real_world_training/00232.bin,real,0,()
real_world_training/00233.bin,real,0,()
real_world_training/00234.bin,real,0,()
real_world_training/00235.bin,real,0,()
real_world_training/00236.bin,real,0,()
real_world_training/00237.bin,real,0,()
real_world_training/00238.bin,real,0,()
real_world_training/00239.bin,real,0,()
real_world_training/00240.bin,real,0,()
real_world_training/00241.bin,real,0,()
real_world_training/00242.bin,real,0,()
real_world_training/00243.bin,real,0,()
real_world_training/00244.bin,real,0,()
real_world_training/00245.bin,real,0,()
real_world_training/00246.bin,real,0,()
real_world_training/00247.bin,real,0,()
real_world_training/00248.bin,real,0,()
real_world_training/00249.bin,real,0,()
real_world_training/00250.bin,real,0,()
real_world_training/00251.bin,real,0,()
real_world_training/00252.bin,real,0,()
real_world_training/00253.bin,real,0,()
real_world_training/00254.bin,real,0,()
real_world_training/00255.bin,real,0,()
real_world_training/00256.bin,real,0,()
real_world_training/00257.bin,real,0,()
real_world_training/00258.bin,real,0,()
real_world_training/00259.bin,real,0,()
real_world_training/00260.bin,real,0,()
real_world_training/00261.bin,real,0,()
real_world_training/00262.bin,real,0,()
real_world_training/00263.bin,real,0,()
real_world_training/00264.bin,real,0,()
real_world_training/00265.bin,real,0,()
real_world_training/00266.bin,real,0,()
real_world_training/00267.bin,real,1,()
real_world_training/00268.bin,real,0,()
real_world_training/00269.bin,real,0,()
real_world_training/00270.bin,real,0,()
real_world_training/00271.bin,real,0,()
real_world_training/00272.bin,real,0,()
real_world_training/00273.bin,real,0,()
real_world_training/00274.bin,real,0,()
real_world_training/00275.bin,real,0,()
real_world_training/00276.bin,real,0,()
real_world_training/00277.bin,real,1,()
real_world_training/00278.bin,real,0,()
real_world_training/00279.bin,real,0,()
real_world_training/00280.bin,real,0,()
real_world_training/00281.bin,real,0,()
real_world_training/00282.bin,real,0,()
real_world_training/00283.bin,real,0,()
real_world_training/00284.bin,real,0,()
real_world_training/00285.bin,real,0,()
real_world_training/00286.bin,real,0,()
real_world_training/00287.bin,real,0,()
real_world_training/00288.bin,real,0,()
real_world_training/00289.bin,real,0,()
real_world_training/00290.bin,real,0,()
real_world_training/00291.bin,real,0,()
real_world_training/00292.bin,real,0,()
real_world_training/00293.bin,real,0,()
real_world_training/00294.bin,real,0,()
real_world_training/00295.bin,real,0,()
real_world_training/00296.bin,real,0,()
real_world_training/00297.bin,real,0,()
real_world_training/00298.bin,real,0,()
real_world_training/00299.bin,real,0,()
real_world_training/00300.bin,real,0,()
real_world_training/00301.bin,real,0,()
real_world_training/00302.bin,real,0,()
real_world_training/00303.bin,real,0,()
real_world_training/00304.bin,real,0,()
real_world_training/00305.bin,real,0,()
real_world_training/00306.bin,real,0,()
real_world_training/00307.bin,real,0,()
real_world_training/00308.bin,real,0,()
real_world_training/00309.bin,real,0,()
real_world_training/00310.bin,real,0,()
real_world_training/00311.bin,real,1,()
real_world_training/00312.bin,real,0,()
real_world_training/00313.bin,real,0,()
real_world_training/00314.bin,real,0,()
real_world_training/00315.bin,real,0,()
real_world_training/00316.bin,real,0,()
real_world_training/00317.bin,real,0,()
real_world_training/00318.bin,real,0,()
real_world_training/00319.bin,real,0,()
real_world_training/00320.bin,real,0,()
real_world_training/00321.bin,real,0,()
real_world_training/00322.bin,real,0,()
real_world_training/00323.bin,real,0,()
real_world_training/00324.bin,real,0,()
real_world_training/00325.bin,real,0,()
real_world_training/00326.bin,real,0,()
real_world_training/00327.bin,real,0,()
real_world_training/00328.bin,real,0,()
real_world_training/00329.bin,real,0,()
real_world_training/00330.bin,real,0,()
real_world_training/00331.bin,real,0,()
real_world_training/00332.bin,real,0,()
real_world_training/00333.bin,real,0,()
real_world_training/00334.bin,real,0,()
real_world_training/00335.bin,real,0,()
real_world_training/00336.bin,real,0,()
real_world_training/00337.bin,real,0,()
real_world_training/00338.bin,real,0,()
real_world_training/00339.bin,real,0,()
real_world_training/00340.bin,real,0,()
real_world_training/00341.bin,real,0,()
real_world_training/00342.bin,real,0,()
real_world_training/00343.bin,real,0,()
real_world_training/00344.bin,real,0,()
real_world_training/00345.bin,real,0,()
real_world_training/00346.bin,real,0,()
real_world_training/00347.bin,real,0,()
real_world_training/00348.bin,real,0,()
real_world_training/00349.bin,real,0,()
real_world_training/00350.bin,real,0,()
real_world_training/00351.bin,real,0,()
real_world_training/00352.bin,real,0,()
real_world_training/00353.bin,real,0,()
real_world_training/00354.bin,real,0,()
real_world_training/00355.bin,real,0,()
real_world_training/00356.bin,real,0,()
real_world_training/00357.bin,real,0,()
real_world_training/00358.bin,real,0,()
real_world_training/00359.bin,real,0,()
real_world_training/00360.bin,real,0,()
real_world_training/00361.bin,real,0,()
real_world_training/00362.bin,real,0,()
real_world_training/00363.bin,real,0,()
real_world_training/00364.bin,real,0,()
real_world_training/00365.bin,real,0,()
real_world_training/00366.bin,real,0,()
real_world_training/00367.bin,real,0,()
real_world_training/00368.bin,real,0,()
real_world_training/00369.bin,real,0,()
real_world_training/00370.bin,real,0,()
real_world_training/00371.bin,real,0,()
real_world_training/00372.bin,real,0,()
real_world_training/00373.bin,real,0,()
real_world_training/00374.bin,real,0,()
real_world_training/00375.bin,real,0,()
real_world_training/00376.bin,real,0,()
real_world_training/00377.bin,real,0,()
real_world_training/00378.bin,real,1,()
real_world_training/00379.bin,real,0,()
real_world_training/00380.bin,real,0,()
real_world_training/00381.bin,real,0,()
real_world_training/00382.bin,real,0,()
real_world_training/00383.bin,real,0,()
real_world_training/00384.bin,real,0,()
real_world_training/00385.bin,real,0,()
real_world_training/00386.bin,real,0,()
real_world_training/00387.bin,real,0,()
real_world_training/00388.bin,real,0,()
real_world_training/00389.bin,real,0,()
real_world_training/00390.bin,real,0,()
real_world_training/00391.bin,real,0,()
real_world_training/00392.bin,real,0,()
real_world_training/00393.bin,real,0,()
real_world_training/00394.bin,real,0,()
real_world_training/00395.bin,real,0,()
real_world_training/00396.bin,real,0,()
real_world_training/00397.bin,real,0,()
real_world_training/00398.bin,real,0,()
real_world_training/00399.bin,real,0,()
real_world_training/00400.bin,real,0,()
real_world_training/00401.bin,real,0,()
real_world_training/00402.bin,real,0,()
real_world_training/00403.bin,real,0,()
real_world_training/00404.bin,real,0,()
real_world_training/00405.bin,real,0,()
real_world_training/00406.bin,real,0,()
real_world_training/00407.bin,real,0,()
real_world_training/00408.bin,real,0,()
real_world_training/00409.bin,real,0,()
real_world_training/00410.bin,real,0,()
real_world_training/00411.bin,real,0,()
real_world_training/00412.bin,real,0,()
real_world_training/00413.bin,real,0,()
real_world_training/00414.bin,real,0,()
real_world_training/00415.bin,real,0,()
real_world_training/00416.bin,real,0,()
real_world_training/00417.bin,real,0,()
real_world_training/00418.bin,real,0,()
real_world_training/00419.bin,real,1,()
real_world_training/00420.bin,real,0,()
real_world_training/00421.bin,real,0,()
real_world_training/00422.bin,real,0,()
real_world_training/00423.bin,real,0,()
real_world_training/00424.bin,real,0,()
real_world_training/00425.bin,real,0,()
real_world_training/00426.bin,real,0,()
real_world_training/00427.bin,real,0,()
real_world_training/00428.bin,real,0,()
real_world_training/00429.bin,real,1,()
real_world_training/00430.bin,real,0,()
real_world_training/00431.bin,real,0,()
real_world_training/00432.bin,real,0,()
real_world_training/00433.bin,real,0,()
real_world_training/00434.bin,real,0,()
real_world_training/00435.bin,real,0,()
real_world_training/00436.bin,real,0,()
real_world_training/00437.bin,real,0,()
real_world_training/00438.bin,real,0,()
real_world_training/00439.bin,real,0,()
real_world_training/00440.bin,real,0,()
real_world_training/00441.bin,real,0,()
real_world_training/00442.bin,real,1,()
real_world_training/00443.bin,real,0,()
real_world_training/00444.bin,real,0,()
real_world_training/00445.bin,real,0,()
real_world_training/00446.bin,real,0,()
real_world_training/00447.bin,real,0,()
real_world_training/00448.bin,real,0,()
real_world_training/00449.bin,real,0,()
real_world_training/00450.bin,real,0,()
real_world_training/00451.bin,real,0,()
real_world_training/00452.bin,real,0,()
real_world_training/00453.bin,real,0,()
real_world_training/00454.bin,real,0,()
real_world_training/00455.bin,real,0,()
real_world_training/00456.bin,real,0,()
real_world_training/00457.bin,real,0,()
real_world_training/00458.bin,real,0,()
real_world_training/00459.bin,real,0,()
real_world_training/00460.bin,real,0,()
real_world_training/00461.bin,real,0,()
real_world_training/00462.bin,real,0,()
real_world_training/00463.bin,real,0,()
real_world_training/00464.bin,real,0,()
real_world_training/00465.bin,real,0,()
real_world_training/00466.bin,real,0,()
real_world_training/00467.bin,real,0,()
real_world_training/00468.bin,real,0,()
real_world_training/00469.bin,real,0,()
real_world_training/00470.bin,real,0,()
real_world_training/00471.bin,real,0,()
real_world_training/00472.bin,real,0,()
real_world_training/00473.bin,real,0,()
real_world_training/00474.bin,real,0,()
real_world_training/00475.bin,real,0,()
real_world_training/00476.bin,real,0,()
real_world_training/00477.bin,real,0,()
real_world_training/00478.bin,real,0,()
real_world_training/00479.bin,real,0,()
real_world_training/00480.bin,real,0,()
real_world_training/00481.bin,real,0,()
real_world_training/00482.bin,real,0,()
real_world_training/00483.bin,real,0,()
real_world_training/00484.bin,real,0,()
real_world_training/00485.bin,real,0,()
real_world_training/00486.bin,real,0,()
real_world_training/00487.bin,real,0,()
real_world_training/00488.bin,real,0,()
real_world_training/00489.bin,real,0,()
real_world_training/00490.bin,real,0,()
real_world_training/00491.bin,real,0,()
real_world_training/00492.bin,real,0,()
real_world_training/00493.bin,real,0,()
real_world_training/00494.bin,real,0,()
real_world_training/00495.bin,real,1,()
real_world_training/00496.bin,real,0,()
real_world_training/00497.bin,real,0,()
real_world_training/00498.bin,real,0,()
real_world_training/00499.bin,real,0,()
real_world_training/00500.bin,real,0,()
real_world_training/00501.bin,real,0,()
real_world_training/00502.bin,real,0,()
real_world_training/00503.bin,real,0,()
real_world_training/00504.bin,real,0,()
real_world_training/00505.bin,real,0,()
real_world_training/00506.bin,real,0,()
real_world_training/00507.bin,real,0,()
real_world_training/00508.bin,real,0,()
real_world_training/00509.bin,real,0,()
real_world_training/00510.bin,real,0,()
real_world_training/00511.bin,real,0,()
real_world_training/00512.bin,real,0,()
real_world_training/00513.bin,real,0,()
real_world_training/00514.bin,real,0,()
real_world_training/00515.bin,real,0,()
real_world_training/00516.bin,real,0,()
real_world_training/00517.bin,real,0,()
real_world_training/00518.bin,real,0,()
real_world_training/00519.bin,real,0,()
real_world_training/00520.bin,real,0,()
real_world_training/00521.bin,real,0,()
real_world_training/00522.bin,real,0,()
real_world_training/00523.bin,real,0,()
real_world_training/00524.bin,real,0,()
real_world_training/00525.bin,real,0,()
real_world_training/00526.bin,real,0,()
real_world_training/00527.bin,real,0,()
real_world_training/00528.bin,real,0,()
real_world_training/00529.bin,real,0,()
real_world_training/00530.bin,real,0,()
real_world_training/00531.bin,real,0,()
real_world_training/00532.bin,real,0,()
real_world_training/00533.bin,real,0,()
real_world_training/00534.bin,real,0,()
real_world_training/00535.bin,real,0,()
real_world_training/00536.bin,real,0,()
real_world_training/00537.bin,real,0,()
real_world_training/00538.bin,real,0,()
real_world_training/00539.bin,real,0,()
real_world_training/00540.bin,real,0,()
real_world_training/00541.bin,real,0,()
real_world_training/00542.bin,real,0,()
real_world_training/00543.bin,real,0,()
real_world_training/00544.bin,real,0,()
real_world_training/00545.bin,real,0,()
real_world_training/00546.bin,real,0,()
real_world_training/00547.bin,real,0,()
real_world_training/00548.bin,real,0,()
real_world_training/00549.bin,real,0,()
real_world_training/00550.bin,real,1,()
real_world_training/00551.bin,real,0,()
real_world_training/00552.bin,real,0,()
real_world_training/00553.bin,real,0,()
real_world_training/00554.bin,real,0,()
real_world_training/00555.bin,real,0,()
real_world_training/00556.bin,real,0,()
real_world_training/00557.bin,real,0,()
real_world_training/00558.bin,real,0,()
real_world_training/00559.bin,real,0,()
real_world_training/00560.bin,real,0,()
real_world_training/00561.bin,real,0,()
real_world_training/00562.bin,real,0,()
real_world_training/00563.bin,real,0,()
real_world_training/00564.bin,real,0,()
real_world_training/00565.bin,real,1,()
real_world_training/00566.bin,real,0,()
real_world_training/00567.bin,real,0,()
real_world_training/00568.bin,real,0,()
real_world_training/00569.bin,real,0,()
real_world_training/00570.bin,real,0,()
real_world_training/00571.bin,real,0,()
real_world_training/00572.bin,real,0,()
real_world_training/00573.bin,real,0,()
real_world_training/00574.bin,real,0,()
real_world_training/00575.bin,real,0,()
real_world_training/00576.bin,real,0,()
real_world_training/00577.bin,real,0,()
real_world_training/00578.bin,real,0,()
real_world_training/00579.bin,real,0,()
real_world_training/00580.bin,real,0,()
real_world_training/00581.bin,real,0,()
real_world_training/00582.bin,real,0,()
real_world_training/00583.bin,real,0,()
real_world_training/00584.bin,real,0,()
real_world_training/00585.bin,real,0,()
real_world_training/00586.bin,real,0,()
real_world_training/00587.bin,real,0,()
real_world_training/00588.bin,real,0,()
real_world_training/00589.bin,real,0,()
real_world_training/00590.bin,real,0,()
real_world_training/00591.bin,real,0,()
real_world_training/00592.bin,real,0,()
real_world_training/00593.bin,real,1,()
real_world_training/00594.bin,real,0,()
real_world_training/00595.bin,real,0,()
real_world_training/00596.bin,real,0,()
real_world_training/00597.bin,real,0,()
real_world_training/00598.bin,real,0,()
real_world_training/00599.bin,real,0,()
real_world_training/00600.bin,real,0,()
real_world_training/00601.bin,real,0,()
real_world_training/00602.bin,real,0,()
real_world_training/00603.bin,real,0,()
real_world_training/00604.bin,real,0,()
real_world_training/00605.bin,real,0,()
real_world_training/00606.bin,real,0,()
real_world_training/00607.bin,real,0,()
real_world_training/00608.bin,real,1,()
real_world_training/00609.bin,real,0,()
real_world_training/00610.bin,real,0,()
real_world_training/00611.bin,real,0,()
real_world_training/00612.bin,real,0,()
real_world_training/00613.bin,real,0,()
real_world_training/00614.bin,real,0,()
real_world_training/00615.bin,real,0,()
real_world_training/00616.bin,real,0,()
real_world_training/00617.bin,real,0,()
real_world_training/00618.bin,real,0,()
real_world_training/00619.bin,real,0,()
real_world_training/00620.bin,real,0,()
real_world_training/00621.bin,real,0,()
real_world_training/00622.bin,real,0,()
real_world_training/00623.bin,real,0,()
real_world_training/00624.bin,real,0,()
real_world_training/00625.bin,real,0,()
real_world_training/00626.bin,real,0,()
real_world_training/00627.bin,real,0,()
real_world_training/00628.bin,real,0,()
real_world_training/00629.bin,real,0,()
real_world_training/00630.bin,real,0,()
real_world_training/00631.bin,real,0,()
real_world_training/00632.bin,real,0,()
real_world_training/00633.bin,real,0,()
real_world_training/00634.bin,real,0,()
real_world_training/00635.bin,real,0,()
real_world_training/00636.bin,real,0,()
real_world_training/00637.bin,real,0,()
real_world_training/00638.bin,real,0,()
real_world_training/00639.bin,real,0,()
real_world_training/00640.bin,real,0,()
real_world_training/00641.bin,real,0,()
real_world_training/00642.bin,real,0,()
real_world_training/00643.bin,real,0,()
real_world_training/00644.bin,real,0,()
real_world_training/00645.bin,real,0,()
real_world_training/00646.bin,real,0,()
real_world_training/00647.bin,real,0,()
real_world_training/00648.bin,real,0,()
real_world_training/00649.bin,real,0,()
real_world_training/00650.bin,real,0,()
real_world_training/00651.bin,real,0,()
real_world_training/00652.bin,real,0,()
real_world_training/00653.bin,real,0,()
real_world_training/00654.bin,real,0,()
real_world_training/00655.bin,real,0,()
real_world_training/00656.bin,real,0,()
real_world_training/00657.bin,real,0,()
real_world_training/00658.bin,real,0,()
real_world_training/00659.bin,real,0,()
real_world_training/00660.bin,real,0,()
real_world_training/00661.bin,real,0,()
real_world_training/00662.bin,real,0,()
real_world_training/00663.bin,real,0,()
real_world_training/00664.bin,real,0,()
real_world_training/00665.bin,real,0,()
real_world_training/00666.bin,real,0,()
real_world_training/00667.bin,real,0,()
real_world_training/00668.bin,real,0,()
real_world_training/00669.bin,real,0,()
real_world_training/00670.bin,real,0,()
real_world_training/00671.bin,real,0,()
real_world_training/00672.bin,real,0,()
real_world_training/00673.bin,real,0,()
real_world_training/00674.bin,real,0,()
real_world_training/00675.bin,real,0,()
real_world_training/00676.bin,real,0,()
real_world_training/00677.bin,real,0,()
real_world_training/00678.bin,real,0,()
real_world_training/00679.bin,real,0,()
real_world_training/00680.bin,real,0,()
real_world_training/00681.bin,real,0,()
real_world_training/00682.bin,real,0,()
real_world_training/00683.bin,real,0,()
real_world_training/00684.bin,real,0,()
real_world_training/00685.bin,real,1,()
real_world_training/00686.bin,real,0,()
real_world_training/00687.bin,real,0,()
real_world_training/00688.bin,real,0,()
real_world_training/00689.bin,real,0,()
real_world_training/00690.bin,real,0,()
real_world_training/00691.bin,real,0,()
real_world_training/00692.bin,real,0,()
real_world_training/00693.bin,real,0,()
real_world_training/00694.bin,real,0,()
real_world_training/00695.bin,real,0,()
real_world_training/00696.bin,real,0,()
real_world_training/00697.bin,real,0,()
real_world_training/00698.bin,real,0,()
real_world_training/00699.bin,real,0,()
real_world_training/00700.bin,real,0,()
real_world_training/00701.bin,real,0,()
real_world_training/00702.bin,real,0,()
real_world_training/00703.bin,real,0,()
real_world_training/00704.bin,real,0,()
real_world_training/00705.bin,real,0,()
real_world_training/00706.bin,real,0,()
real_world_training/00707.bin,real,0,()
real_world_training/00708.bin,real,0,()
real_world_training/00709.bin,real,0,()
real_world_training/00710.bin,real,0,()
real_world_training/00711.bin,real,0,()
real_world_training/00712.bin,real,0,()
real_world_training/00713.bin,real,0,()
real_world_training/00714.bin,real,0,()
real_world_training/00715.bin,real,0,()
real_world_training/00716.bin,real,0,()
real_world_training/00717.bin,real,0,()
real_world_training/00718.bin,real,1,()
real_world_training/00719.bin,real,0,()
real_world_training/00720.bin,real,0,()
real_world_training/00721.bin,real,0,()
real_world_training/00722.bin,real,0,()
real_world_training/00723.bin,real,0,()
real_world_training/00724.bin,real,0,()
real_world_training/00725.bin,real,0,()
real_world_training/00726.bin,real,0,()
real_world_training/00727.bin,real,0,()
real_world_training/00728.bin,real,0,()
real_world_training/00729.bin,real,0,()
real_world_training/00730.bin,real,0,()
real_world_training/00731.bin,real,0,()
real_world_training/00732.bin,real,0,()
real_world_training/00733.bin,real,0,()
real_world_training/00734.bin,real,0,()
real_world_training/00735.bin,real,0,()
real_world_training/00736.bin,real,0,()
real_world_training/00737.bin,real,0,()
real_world_training/00738.bin,real,0,()
real_world_training/00739.bin,real,0,()
real_world_training/00740.bin,real,0,()
real_world_training/00741.bin,real,0,()
real_world_training/00742.bin,real,0,()
real_world_training/00743.bin,real,0,()
real_world_training/00744.bin,real,0,()
real_world_training/00745.bin,real,0,()
real_world_training/00746.bin,real,0,()
real_world_training/00747.bin,real,0,()
real_world_training/00748.bin,real,0,()
real_world_training/00749.bin,real,0,()
real_world_training/00750.bin,real,0,()
real_world_training/00751.bin,real,0,()
real_world_training/00752.bin,real,0,()
real_world_training/00753.bin,real,0,()
real_world_training/00754.bin,real,0,()
real_world_training/00755.bin,real,0,()
real_world_training/00756.bin,real,1,()
real_world_training/00757.bin,real,0,()
real_world_training/00758.bin,real,0,()
real_world_training/00759.bin,real,0,()
real_world_training/00760.bin,real,0,()
real_world_training/00761.bin,real,0,()
real_world_training/00762.bin,real,0,()
real_world_training/00763.bin,real,0,()
real_world_training/00764.bin,real,0,()
real_world_training/00765.bin,real,0,()
real_world_training/00766.bin,real,0,()
real_world_training/00767.bin,real,1,()
real_world_training/00768.bin,real,0,()
real_world_training/00769.bin,real,0,()
real_world_training/00770.bin,real,0,()
real_world_training/00771.bin,real,0,()
real_world_training/00772.bin,real,1,()
real_world_training/00773.bin,real,0,()
